date,공급량
2013-01-01 01:00:00,226.178
2013-01-01 02:00:00,215.778
2013-01-01 03:00:00,202.178
2013-01-01 04:00:00,198.97799999999998
2013-01-01 05:00:00,200.578
2013-01-01 06:00:00,203.778
2013-01-01 07:00:00,207.778
2013-01-01 08:00:00,220.578
2013-01-01 09:00:00,237.378
2013-01-01 10:00:00,242.178
2013-01-01 11:00:00,240.578
2013-01-01 12:00:00,229.378
2013-01-01 13:00:00,215.778
2013-01-01 14:00:00,206.97799999999998
2013-01-01 15:00:00,200.578
2013-01-01 16:00:00,199.778
2013-01-01 17:00:00,207.778
2013-01-01 18:00:00,228.578
2013-01-01 19:00:00,248.578
2013-01-01 20:00:00,244.578
2013-01-01 21:00:00,242.97799999999998
2013-01-01 22:00:00,243.778
2013-01-01 23:00:00,234.97799999999998
2013-01-02 00:00:00,234.178
2013-01-02 01:00:00,221.378
2013-01-02 02:00:00,202.178
2013-01-02 03:00:00,194.97799999999998
2013-01-02 04:00:00,198.97799999999998
2013-01-02 05:00:00,210.178
2013-01-02 06:00:00,227.778
2013-01-02 07:00:00,258.178
2013-01-02 08:00:00,283.778
2013-01-02 09:00:00,281.378
2013-01-02 10:00:00,266.178
2013-01-02 11:00:00,256.578
2013-01-02 12:00:00,248.578
2013-01-02 13:00:00,239.778
2013-01-02 14:00:00,234.97799999999998
2013-01-02 15:00:00,234.178
2013-01-02 16:00:00,230.178
2013-01-02 17:00:00,239.778
2013-01-02 18:00:00,266.978
2013-01-02 19:00:00,301.378
2013-01-02 20:00:00,312.578
2013-01-02 21:00:00,315.778
2013-01-02 22:00:00,312.578
2013-01-02 23:00:00,305.378
2013-01-03 00:00:00,292.578
2013-01-03 01:00:00,270.978
2013-01-03 02:00:00,246.97799999999998
2013-01-03 03:00:00,234.97799999999998
2013-01-03 04:00:00,237.378
2013-01-03 05:00:00,245.378
2013-01-03 06:00:00,262.178
2013-01-03 07:00:00,283.778
2013-01-03 08:00:00,310.978
2013-01-03 09:00:00,302.978
2013-01-03 10:00:00,283.778
2013-01-03 11:00:00,274.178
2013-01-03 12:00:00,260.578
2013-01-03 13:00:00,253.378
2013-01-03 14:00:00,246.178
2013-01-03 15:00:00,238.97799999999998
2013-01-03 16:00:00,239.778
2013-01-03 17:00:00,249.378
2013-01-03 18:00:00,276.578
2013-01-03 19:00:00,307.778
2013-01-03 20:00:00,319.778
2013-01-03 21:00:00,323.778
2013-01-03 22:00:00,321.378
2013-01-03 23:00:00,314.978
2013-01-04 00:00:00,298.178
2013-01-04 01:00:00,274.178
2013-01-04 02:00:00,250.97799999999998
2013-01-04 03:00:00,236.578
2013-01-04 04:00:00,239.778
2013-01-04 05:00:00,248.578
2013-01-04 06:00:00,259.778
2013-01-04 07:00:00,283.778
2013-01-04 08:00:00,308.578
2013-01-04 09:00:00,303.778
2013-01-04 10:00:00,282.978
2013-01-04 11:00:00,268.578
2013-01-04 12:00:00,250.97799999999998
2013-01-04 13:00:00,235.778
2013-01-04 14:00:00,234.97799999999998
2013-01-04 15:00:00,228.578
2013-01-04 16:00:00,225.378
2013-01-04 17:00:00,238.97799999999998
2013-01-04 18:00:00,263.778
2013-01-04 19:00:00,294.978
2013-01-04 20:00:00,304.578
2013-01-04 21:00:00,310.178
2013-01-04 22:00:00,307.778
2013-01-04 23:00:00,302.178
2013-01-05 00:00:00,289.378
2013-01-05 01:00:00,270.178
2013-01-05 02:00:00,245.378
2013-01-05 03:00:00,232.578
2013-01-05 04:00:00,231.778
2013-01-05 05:00:00,237.378
2013-01-05 06:00:00,236.578
2013-01-05 07:00:00,246.97799999999998
2013-01-05 08:00:00,264.578
2013-01-05 09:00:00,276.578
2013-01-05 10:00:00,271.778
2013-01-05 11:00:00,262.978
2013-01-05 12:00:00,247.778
2013-01-05 13:00:00,235.778
2013-01-05 14:00:00,226.178
2013-01-05 15:00:00,218.178
2013-01-05 16:00:00,218.97799999999998
2013-01-05 17:00:00,228.578
2013-01-05 18:00:00,252.578
2013-01-05 19:00:00,266.978
2013-01-05 20:00:00,264.578
2013-01-05 21:00:00,262.978
2013-01-05 22:00:00,261.378
2013-01-05 23:00:00,258.178
2013-01-06 00:00:00,250.178
2013-01-06 01:00:00,234.97799999999998
2013-01-06 02:00:00,216.578
2013-01-06 03:00:00,203.778
2013-01-06 04:00:00,204.578
2013-01-06 05:00:00,211.778
2013-01-06 06:00:00,218.178
2013-01-06 07:00:00,226.97799999999998
2013-01-06 08:00:00,242.178
2013-01-06 09:00:00,266.178
2013-01-06 10:00:00,270.178
2013-01-06 11:00:00,259.778
2013-01-06 12:00:00,241.378
2013-01-06 13:00:00,233.378
2013-01-06 14:00:00,226.178
2013-01-06 15:00:00,219.778
2013-01-06 16:00:00,217.378
2013-01-06 17:00:00,225.378
2013-01-06 18:00:00,249.378
2013-01-06 19:00:00,274.178
2013-01-06 20:00:00,270.978
2013-01-06 21:00:00,265.378
2013-01-06 22:00:00,264.578
2013-01-06 23:00:00,256.578
2013-01-07 00:00:00,246.178
2013-01-07 01:00:00,228.578
2013-01-07 02:00:00,206.97799999999998
2013-01-07 03:00:00,200.578
2013-01-07 04:00:00,202.178
2013-01-07 05:00:00,212.578
2013-01-07 06:00:00,226.97799999999998
2013-01-07 07:00:00,256.578
2013-01-07 08:00:00,285.378
2013-01-07 09:00:00,282.978
2013-01-07 10:00:00,266.978
2013-01-07 11:00:00,248.578
2013-01-07 12:00:00,234.178
2013-01-07 13:00:00,227.778
2013-01-07 14:00:00,220.578
2013-01-07 15:00:00,218.178
2013-01-07 16:00:00,217.378
2013-01-07 17:00:00,223.778
2013-01-07 18:00:00,245.378
2013-01-07 19:00:00,273.378
2013-01-07 20:00:00,286.178
2013-01-07 21:00:00,286.978
2013-01-07 22:00:00,283.778
2013-01-07 23:00:00,275.778
2013-01-08 00:00:00,259.778
2013-01-08 01:00:00,238.178
2013-01-08 02:00:00,216.578
2013-01-08 03:00:00,205.378
2013-01-08 04:00:00,207.778
2013-01-08 05:00:00,213.378
2013-01-08 06:00:00,227.778
2013-01-08 07:00:00,248.578
2013-01-08 08:00:00,274.178
2013-01-08 09:00:00,273.378
2013-01-08 10:00:00,254.97799999999998
2013-01-08 11:00:00,234.178
2013-01-08 12:00:00,218.178
2013-01-08 13:00:00,213.378
2013-01-08 14:00:00,206.178
2013-01-08 15:00:00,202.178
2013-01-08 16:00:00,204.578
2013-01-08 17:00:00,213.378
2013-01-08 18:00:00,242.178
2013-01-08 19:00:00,270.178
2013-01-08 20:00:00,284.578
2013-01-08 21:00:00,289.378
2013-01-08 22:00:00,290.178
2013-01-08 23:00:00,280.578
2013-01-09 00:00:00,266.178
2013-01-09 01:00:00,246.97799999999998
2013-01-09 02:00:00,221.378
2013-01-09 03:00:00,211.778
2013-01-09 04:00:00,214.178
2013-01-09 05:00:00,222.97799999999998
2013-01-09 06:00:00,238.97799999999998
2013-01-09 07:00:00,256.578
2013-01-09 08:00:00,282.978
2013-01-09 09:00:00,282.978
2013-01-09 10:00:00,262.978
2013-01-09 11:00:00,245.378
2013-01-09 12:00:00,231.778
2013-01-09 13:00:00,228.578
2013-01-09 14:00:00,224.578
2013-01-09 15:00:00,218.97799999999998
2013-01-09 16:00:00,217.378
2013-01-09 17:00:00,227.778
2013-01-09 18:00:00,251.778
2013-01-09 19:00:00,285.378
2013-01-09 20:00:00,298.178
2013-01-09 21:00:00,304.578
2013-01-09 22:00:00,300.578
2013-01-09 23:00:00,293.378
2013-01-10 00:00:00,277.378
2013-01-10 01:00:00,254.97799999999998
2013-01-10 02:00:00,232.578
2013-01-10 03:00:00,222.97799999999998
2013-01-10 04:00:00,226.178
2013-01-10 05:00:00,232.578
2013-01-10 06:00:00,247.778
2013-01-10 07:00:00,265.378
2013-01-10 08:00:00,292.578
2013-01-10 09:00:00,291.778
2013-01-10 10:00:00,267.778
2013-01-10 11:00:00,245.378
2013-01-10 12:00:00,230.178
2013-01-10 13:00:00,226.97799999999998
2013-01-10 14:00:00,218.178
2013-01-10 15:00:00,214.178
2013-01-10 16:00:00,215.778
2013-01-10 17:00:00,222.178
2013-01-10 18:00:00,245.378
2013-01-10 19:00:00,279.778
2013-01-10 20:00:00,294.978
2013-01-10 21:00:00,296.578
2013-01-10 22:00:00,296.578
2013-01-10 23:00:00,287.778
2013-01-11 00:00:00,273.378
2013-01-11 01:00:00,250.178
2013-01-11 02:00:00,226.178
2013-01-11 03:00:00,214.97799999999998
2013-01-11 04:00:00,214.97799999999998
2013-01-11 05:00:00,223.778
2013-01-11 06:00:00,234.97799999999998
2013-01-11 07:00:00,252.578
2013-01-11 08:00:00,276.578
2013-01-11 09:00:00,275.778
2013-01-11 10:00:00,255.778
2013-01-11 11:00:00,237.378
2013-01-11 12:00:00,223.778
2013-01-11 13:00:00,214.97799999999998
2013-01-11 14:00:00,210.178
2013-01-11 15:00:00,203.778
2013-01-11 16:00:00,199.778
2013-01-11 17:00:00,210.97799999999998
2013-01-11 18:00:00,231.778
2013-01-11 19:00:00,254.178
2013-01-11 20:00:00,264.578
2013-01-11 21:00:00,266.178
2013-01-11 22:00:00,264.578
2013-01-11 23:00:00,259.778
2013-01-12 00:00:00,249.378
2013-01-12 01:00:00,234.178
