date,공급량
2013-01-01 01:00:00,2169.093
2013-01-01 02:00:00,2051.7329999999997
2013-01-01 03:00:00,1923.253
2013-01-01 04:00:00,1927.253
2013-01-01 05:00:00,2047.3329999999999
2013-01-01 06:00:00,2017.253
2013-01-01 07:00:00,2025.8129999999999
2013-01-01 08:00:00,2199.573
2013-01-01 09:00:00,2415.333
2013-01-01 10:00:00,2518.2129999999997
2013-01-01 11:00:00,2550.613
2013-01-01 12:00:00,2364.7729999999997
2013-01-01 13:00:00,2125.653
2013-01-01 14:00:00,1942.3729999999998
2013-01-01 15:00:00,1837.6529999999998
2013-01-01 16:00:00,1808.1329999999998
2013-01-01 17:00:00,1918.1329999999998
2013-01-01 18:00:00,2194.933
2013-01-01 19:00:00,2489.093
2013-01-01 20:00:00,2482.7729999999997
2013-01-01 21:00:00,2434.2929999999997
2013-01-01 22:00:00,2379.893
2013-01-01 23:00:00,2243.493
2013-01-02 00:00:00,2175.813
2013-01-02 01:00:00,1991.733
2013-01-02 02:00:00,1831.493
2013-01-02 03:00:00,1761.013
2013-01-02 04:00:00,1903.973
2013-01-02 05:00:00,2162.2129999999997
2013-01-02 06:00:00,2347.413
2013-01-02 07:00:00,2681.333
2013-01-02 08:00:00,3154.453
2013-01-02 09:00:00,3281.013
2013-01-02 10:00:00,3092.533
2013-01-02 11:00:00,2977.013
2013-01-02 12:00:00,2712.933
2013-01-02 13:00:00,2490.053
2013-01-02 14:00:00,2453.813
2013-01-02 15:00:00,2328.453
2013-01-02 16:00:00,2346.933
2013-01-02 17:00:00,2449.893
2013-01-02 18:00:00,2707.013
2013-01-02 19:00:00,2991.013
2013-01-02 20:00:00,3089.013
2013-01-02 21:00:00,3107.573
2013-01-02 22:00:00,3055.333
2013-01-02 23:00:00,2964.053
2013-01-03 00:00:00,2837.573
2013-01-03 01:00:00,2568.533
2013-01-03 02:00:00,2274.133
2013-01-03 03:00:00,2155.893
2013-01-03 04:00:00,2248.533
2013-01-03 05:00:00,2461.013
2013-01-03 06:00:00,2643.2529999999997
2013-01-03 07:00:00,2950.613
2013-01-03 08:00:00,3396.053
2013-01-03 09:00:00,3516.7729999999997
2013-01-03 10:00:00,3269.493
2013-01-03 11:00:00,3141.2529999999997
2013-01-03 12:00:00,2879.7329999999997
2013-01-03 13:00:00,2638.853
2013-01-03 14:00:00,2550.2929999999997
2013-01-03 15:00:00,2412.533
2013-01-03 16:00:00,2408.453
2013-01-03 17:00:00,2523.573
2013-01-03 18:00:00,2782.133
2013-01-03 19:00:00,3051.013
2013-01-03 20:00:00,3159.413
2013-01-03 21:00:00,3169.2529999999997
2013-01-03 22:00:00,3103.413
2013-01-03 23:00:00,2973.653
2013-01-04 00:00:00,2844.853
2013-01-04 01:00:00,2567.413
2013-01-04 02:00:00,2267.7329999999997
2013-01-04 03:00:00,2129.173
2013-01-04 04:00:00,2227.7329999999997
2013-01-04 05:00:00,2453.973
2013-01-04 06:00:00,2598.853
2013-01-04 07:00:00,2899.573
2013-01-04 08:00:00,3338.2129999999997
2013-01-04 09:00:00,3457.7329999999997
2013-01-04 10:00:00,3240.133
2013-01-04 11:00:00,3108.2929999999997
2013-01-04 12:00:00,2833.333
2013-01-04 13:00:00,2565.093
2013-01-04 14:00:00,2468.053
2013-01-04 15:00:00,2321.413
2013-01-04 16:00:00,2293.413
2013-01-04 17:00:00,2405.173
2013-01-04 18:00:00,2660.053
2013-01-04 19:00:00,2933.013
2013-01-04 20:00:00,3028.2929999999997
2013-01-04 21:00:00,3033.413
2013-01-04 22:00:00,2947.2529999999997
2013-01-04 23:00:00,2843.7329999999997
2013-01-05 00:00:00,2715.653
2013-01-05 01:00:00,2515.813
2013-01-05 02:00:00,2224.853
2013-01-05 03:00:00,2112.933
2013-01-05 04:00:00,2164.853
2013-01-05 05:00:00,2342.2929999999997
2013-01-05 06:00:00,2380.053
2013-01-05 07:00:00,2469.013
2013-01-05 08:00:00,2772.7729999999997
2013-01-05 09:00:00,3041.7329999999997
2013-01-05 10:00:00,3029.893
2013-01-05 11:00:00,2925.653
2013-01-05 12:00:00,2655.7329999999997
2013-01-05 13:00:00,2347.093
2013-01-05 14:00:00,2188.2129999999997
2013-01-05 15:00:00,2050.6929999999998
2013-01-05 16:00:00,2067.893
2013-01-05 17:00:00,2191.813
2013-01-05 18:00:00,2450.2929999999997
2013-01-05 19:00:00,2678.453
2013-01-05 20:00:00,2695.093
2013-01-05 21:00:00,2639.813
2013-01-05 22:00:00,2555.893
2013-01-05 23:00:00,2470.533
2013-01-06 00:00:00,2396.133
2013-01-06 01:00:00,2234.6929999999998
2013-01-06 02:00:00,1980.693
2013-01-06 03:00:00,1862.933
2013-01-06 04:00:00,1950.8529999999998
2013-01-06 05:00:00,2104.853
2013-01-06 06:00:00,2129.2529999999997
2013-01-06 07:00:00,2209.973
2013-01-06 08:00:00,2398.853
2013-01-06 09:00:00,2655.173
2013-01-06 10:00:00,2722.6929999999998
2013-01-06 11:00:00,2677.7329999999997
2013-01-06 12:00:00,2425.653
2013-01-06 13:00:00,2161.973
2013-01-06 14:00:00,2037.973
2013-01-06 15:00:00,1933.3329999999999
2013-01-06 16:00:00,1932.933
2013-01-06 17:00:00,2057.973
2013-01-06 18:00:00,2381.653
2013-01-06 19:00:00,2736.2129999999997
2013-01-06 20:00:00,2747.893
2013-01-06 21:00:00,2671.173
2013-01-06 22:00:00,2598.453
2013-01-06 23:00:00,2492.2129999999997
2013-01-07 00:00:00,2382.133
2013-01-07 01:00:00,2095.573
2013-01-07 02:00:00,1849.973
2013-01-07 03:00:00,1758.693
2013-01-07 04:00:00,1882.773
2013-01-07 05:00:00,2135.093
2013-01-07 06:00:00,2310.133
2013-01-07 07:00:00,2651.333
2013-01-07 08:00:00,3102.2129999999997
2013-01-07 09:00:00,3211.893
2013-01-07 10:00:00,2988.933
2013-01-07 11:00:00,2782.453
2013-01-07 12:00:00,2508.453
2013-01-07 13:00:00,2277.573
2013-01-07 14:00:00,2190.533
2013-01-07 15:00:00,2030.213
2013-01-07 16:00:00,2014.3729999999998
2013-01-07 17:00:00,2116.853
2013-01-07 18:00:00,2394.133
2013-01-07 19:00:00,2659.2529999999997
2013-01-07 20:00:00,2745.573
2013-01-07 21:00:00,2713.573
2013-01-07 22:00:00,2661.173
2013-01-07 23:00:00,2521.2529999999997
2013-01-08 00:00:00,2379.2529999999997
2013-01-08 01:00:00,2127.573
2013-01-08 02:00:00,1844.773
2013-01-08 03:00:00,1716.933
2013-01-08 04:00:00,1823.0929999999998
2013-01-08 05:00:00,2029.8929999999998
2013-01-08 06:00:00,2164.2129999999997
2013-01-08 07:00:00,2478.853
2013-01-08 08:00:00,2967.013
2013-01-08 09:00:00,3041.493
2013-01-08 10:00:00,2783.333
2013-01-08 11:00:00,2603.493
