date,공급량
2013-01-01 01:00:00,3560.365
2013-01-01 02:00:00,3354.245
2013-01-01 03:00:00,3115.757
2013-01-01 04:00:00,3034.237
2013-01-01 05:00:00,3050.469
2013-01-01 06:00:00,3108.949
2013-01-01 07:00:00,3243.861
2013-01-01 08:00:00,3448.805
2013-01-01 09:00:00,3780.157
2013-01-01 10:00:00,3866.661
2013-01-01 11:00:00,3741.429
2013-01-01 12:00:00,3485.357
2013-01-01 13:00:00,3258.245
2013-01-01 14:00:00,3103.325
2013-01-01 15:00:00,3002.373
2013-01-01 16:00:00,2951.293
2013-01-01 17:00:00,3173.893
2013-01-01 18:00:00,3631.173
2013-01-01 19:00:00,4076.389
2013-01-01 20:00:00,4013.613
2013-01-01 21:00:00,3886.549
2013-01-01 22:00:00,3815.693
2013-01-01 23:00:00,3602.749000000001
2013-01-02 00:00:00,3403.397
2013-01-02 01:00:00,3205.085
2013-01-02 02:00:00,2984.653
2013-01-02 03:00:00,2870.789
2013-01-02 04:00:00,2940.781
2013-01-02 05:00:00,3190.989
2013-01-02 06:00:00,3534.533
2013-01-02 07:00:00,4146.653
2013-01-02 08:00:00,4783.621
2013-01-02 09:00:00,4846.029
2013-01-02 10:00:00,4677.437
2013-01-02 11:00:00,4410.613
2013-01-02 12:00:00,4204.532999999999
2013-01-02 13:00:00,4063.317
2013-01-02 14:00:00,4018.877
2013-01-02 15:00:00,3932.717
2013-01-02 16:00:00,3954.189
2013-01-02 17:00:00,4161.173
2013-01-02 18:00:00,4621.885
2013-01-02 19:00:00,5237.485
2013-01-02 20:00:00,5307.125
2013-01-02 21:00:00,5239.549
2013-01-02 22:00:00,5196.269
2013-01-02 23:00:00,5013.485
2013-01-03 00:00:00,4812.173
2013-01-03 01:00:00,4428.973
2013-01-03 02:00:00,4140.005
2013-01-03 03:00:00,3986.989
2013-01-03 04:00:00,4035.389
2013-01-03 05:00:00,4219.509
2013-01-03 06:00:00,4519.061
2013-01-03 07:00:00,5081.389
2013-01-03 08:00:00,5680.589
2013-01-03 09:00:00,5741.557
2013-01-03 10:00:00,5459.380999999999
2013-01-03 11:00:00,5210.941
2013-01-03 12:00:00,4912.677
2013-01-03 13:00:00,4522.229
