date,공급량
2013-01-01 01:00:00,562.964
2013-01-01 02:00:00,531.2280000000002
2013-01-01 03:00:00,496.276
2013-01-01 04:00:00,489.396
2013-01-01 05:00:00,535.42
2013-01-01 06:00:00,499.484
2013-01-01 07:00:00,500.324
2013-01-01 08:00:00,559.82
2013-01-01 09:00:00,634.884
2013-01-01 10:00:00,678.54
2013-01-01 11:00:00,680.748
2013-01-01 12:00:00,599.068
2013-01-01 13:00:00,537.452
2013-01-01 14:00:00,510.98800000000006
2013-01-01 15:00:00,492.004
2013-01-01 16:00:00,481.364
2013-01-01 17:00:00,514.604
2013-01-01 18:00:00,583.548
2013-01-01 19:00:00,658.628
2013-01-01 20:00:00,651.628
2013-01-01 21:00:00,637.804
2013-01-01 22:00:00,622.964
2013-01-01 23:00:00,608.604
2013-01-02 00:00:00,575.9159999999998
2013-01-02 01:00:00,521.756
2013-01-02 02:00:00,469.412
2013-01-02 03:00:00,436.572
2013-01-02 04:00:00,470.908
2013-01-02 05:00:00,544.028
2013-01-02 06:00:00,558.956
2013-01-02 07:00:00,627.836
2013-01-02 08:00:00,749.42
2013-01-02 09:00:00,779.82
2013-01-02 10:00:00,749.3480000000003
2013-01-02 11:00:00,759.3639999999997
2013-01-02 12:00:00,687.9
2013-01-02 13:00:00,643.716
2013-01-02 14:00:00,615.844
2013-01-02 15:00:00,578.2919999999998
2013-01-02 16:00:00,573.516
2013-01-02 17:00:00,621.404
2013-01-02 18:00:00,700.252
2013-01-02 19:00:00,778.8760000000003
2013-01-02 20:00:00,818.388
2013-01-02 21:00:00,817.9960000000003
2013-01-02 22:00:00,805.596
2013-01-02 23:00:00,795.86
2013-01-03 00:00:00,733.3480000000003
2013-01-03 01:00:00,650.972
2013-01-03 02:00:00,573.388
2013-01-03 03:00:00,522.788
2013-01-03 04:00:00,552.316
2013-01-03 05:00:00,639.788
2013-01-03 06:00:00,647.252
2013-01-03 07:00:00,690.068
2013-01-03 08:00:00,806.548
2013-01-03 09:00:00,846.18
2013-01-03 10:00:00,807.74
2013-01-03 11:00:00,814.548
2013-01-03 12:00:00,739.6439999999999
2013-01-03 13:00:00,684.06
2013-01-03 14:00:00,656.7639999999999
2013-01-03 15:00:00,619.8919999999998
2013-01-03 16:00:00,587.54
2013-01-03 17:00:00,651.004
2013-01-03 18:00:00,730.444
2013-01-03 19:00:00,805.3560000000001
2013-01-03 20:00:00,828.9960000000003
2013-01-03 21:00:00,839.9639999999997
2013-01-03 22:00:00,825.5239999999999
2013-01-03 23:00:00,814.1
2013-01-04 00:00:00,746.628
2013-01-04 01:00:00,660.7719999999998
2013-01-04 02:00:00,575.62
2013-01-04 03:00:00,529.804
2013-01-04 04:00:00,547.428
2013-01-04 05:00:00,630.1
2013-01-04 06:00:00,635.4119999999998
2013-01-04 07:00:00,682.044
2013-01-04 08:00:00,804.62
2013-01-04 09:00:00,831.8439999999997
2013-01-04 10:00:00,800.06
2013-01-04 11:00:00,785.86
2013-01-04 12:00:00,712.932
2013-01-04 13:00:00,659.188
2013-01-04 14:00:00,620.908
2013-01-04 15:00:00,590.476
2013-01-04 16:00:00,574.844
2013-01-04 17:00:00,619.924
2013-01-04 18:00:00,695.4119999999997
2013-01-04 19:00:00,768.164
2013-01-04 20:00:00,800.4119999999997
2013-01-04 21:00:00,800.2919999999997
2013-01-04 22:00:00,779.8839999999999
2013-01-04 23:00:00,762.788
2013-01-05 00:00:00,710.2439999999997
2013-01-05 01:00:00,647.812
2013-01-05 02:00:00,571.548
2013-01-05 03:00:00,515.956
2013-01-05 04:00:00,537.364
2013-01-05 05:00:00,607.972
2013-01-05 06:00:00,593.492
2013-01-05 07:00:00,589.964
2013-01-05 08:00:00,671.284
2013-01-05 09:00:00,752.62
2013-01-05 10:00:00,789.3960000000003
2013-01-05 11:00:00,785.1560000000003
2013-01-05 12:00:00,693.3639999999997
2013-01-05 13:00:00,605.02
2013-01-05 14:00:00,562.9
2013-01-05 15:00:00,530.132
2013-01-05 16:00:00,511.332
2013-01-05 17:00:00,566.036
2013-01-05 18:00:00,643.94
2013-01-05 19:00:00,695.1239999999997
2013-01-05 20:00:00,697.988
2013-01-05 21:00:00,690.46
2013-01-05 22:00:00,658.492
2013-01-05 23:00:00,667.38
2013-01-06 00:00:00,616.404
2013-01-06 01:00:00,563.4680000000002
2013-01-06 02:00:00,507.636
2013-01-06 03:00:00,457.98800000000006
2013-01-06 04:00:00,477.716
2013-01-06 05:00:00,532.22
2013-01-06 06:00:00,528.212
2013-01-06 07:00:00,526.02
2013-01-06 08:00:00,592.156
2013-01-06 09:00:00,680.812
2013-01-06 10:00:00,721.204
2013-01-06 11:00:00,719.5
2013-01-06 12:00:00,616.156
2013-01-06 13:00:00,548.06
2013-01-06 14:00:00,539.068
2013-01-06 15:00:00,505.964
2013-01-06 16:00:00,496.964
2013-01-06 17:00:00,545.284
2013-01-06 18:00:00,630.004
2013-01-06 19:00:00,694.7639999999999
2013-01-06 20:00:00,703.1239999999997
2013-01-06 21:00:00,695.028
2013-01-06 22:00:00,661.5319999999998
2013-01-06 23:00:00,657.2439999999998
2013-01-07 00:00:00,596.604
2013-01-07 01:00:00,534.276
2013-01-07 02:00:00,455.548
2013-01-07 03:00:00,419.42800000000005
2013-01-07 04:00:00,458.1
2013-01-07 05:00:00,526.9
2013-01-07 06:00:00,541.8919999999998
2013-01-07 07:00:00,597.948
2013-01-07 08:00:00,721.7719999999997
2013-01-07 09:00:00,750.404
2013-01-07 10:00:00,720.052
2013-01-07 11:00:00,698.5160000000003
2013-01-07 12:00:00,627.3480000000002
2013-01-07 13:00:00,577.244
2013-01-07 14:00:00,542.9
2013-01-07 15:00:00,511.38
2013-01-07 16:00:00,494.612
2013-01-07 17:00:00,532.6759999999998
2013-01-07 18:00:00,610.484
2013-01-07 19:00:00,685.748
2013-01-07 20:00:00,728.3
2013-01-07 21:00:00,721.66
2013-01-07 22:00:00,698.052
2013-01-07 23:00:00,684.164
2013-01-08 00:00:00,624.132
2013-01-08 01:00:00,548.036
2013-01-08 02:00:00,470.9
2013-01-08 03:00:00,423.5
2013-01-08 04:00:00,451.172
2013-01-08 05:00:00,510.684
2013-01-08 06:00:00,528.22
2013-01-08 07:00:00,574.972
2013-01-08 08:00:00,691.316
2013-01-08 09:00:00,725.132
2013-01-08 10:00:00,688.58
2013-01-08 11:00:00,670.148
2013-01-08 12:00:00,582.964
2013-01-08 13:00:00,539.14
2013-01-08 14:00:00,509.604
2013-01-08 15:00:00,481.316
2013-01-08 16:00:00,470.26
2013-01-08 17:00:00,529.5319999999998
2013-01-08 18:00:00,591.82
2013-01-08 19:00:00,677.3639999999998
2013-01-08 20:00:00,722.716
2013-01-08 21:00:00,728.748
2013-01-08 22:00:00,729.0039999999997
2013-01-08 23:00:00,708.428
2013-01-09 00:00:00,653.252
2013-01-09 01:00:00,578.124
2013-01-09 02:00:00,498.468
2013-01-09 03:00:00,457.26
2013-01-09 04:00:00,479.412
2013-01-09 05:00:00,551.212
2013-01-09 06:00:00,558.3480000000002
2013-01-09 07:00:00,607.068
2013-01-09 08:00:00,738.796
2013-01-09 09:00:00,770.548
2013-01-09 10:00:00,726.66
2013-01-09 11:00:00,702.164
